Year,dayofyear,Avg_Hail,Avg_Rain,Avg_Rintensity_Avg,hours,Max_Rain,Min_Rain,Max_Rintensity_Avg,Min_Rintensity_Avg,Date
2016,321,0,86.9935,1.30555556666667e-002,2,87,86.99,0.4666667,0,2016-11-16
2016,321,0,87.2271666666667,0.306666672,3,87.33,87,2.816667,0,2016-11-16
2016,321,0,87.3663333333333,0.107222229,4,87.48,87.34,1.666667,0,2016-11-16
2016,321,0,88.1668333333334,1.78055552766667,5,89.27,87.51,13.75,0,2016-11-16
2016,321,0,89.3431666666667,0.149166652833333,6,89.43,89.27,1.483333,0,2016-11-16
2016,321,0,89.4363333333333,0.02,7,89.45,89.43,1.2,0,2016-11-16
2016,321,0,89.4499999999999,0,8,89.45,89.45,0,0,2016-11-16
2016,321,0,89.4499999999999,0,9,89.45,89.45,0,0,2016-11-16
2016,321,0,89.4588333333334,1.66666683333333e-003,10,89.46,89.45,0.06666667,0,2016-11-16
2016,321,0,89.46,0,11,89.46,89.46,0,0,2016-11-16
2016,321,0,89.46,0,12,89.46,89.46,0,0,2016-11-16
2016,321,0,89.5493333333333,0.785833316166667,13,90.29,89.46,7.1,0,2016-11-16
2016,321,0,90.47484375,0.3723958015625,14,90.68,90.35,4.016666,0,2016-11-16
2016,321,0,91.2303333333335,0.628888828333333,15,91.26,90.77,7.199999,0,2016-11-16
2016,321,0,91.2600000000001,0,16,91.26,91.26,0,0,2016-11-16
2016,321,0,91.2906666666668,7.80555561666667e-002,17,91.35,91.26,0.7,0,2016-11-16
2016,321,0,91.3638333333333,0.018055555,18,91.38,91.35,0.6333333,0,2016-11-16
2016,321,0,91.3800000000001,2.77777833333333e-004,19,91.38,91.38,0.01666667,0,2016-11-16
2016,321,0,91.5284999999999,0.492777763166667,20,91.9,91.41,4.75,0,2016-11-16
2016,321,0,94.6921666666667,4.41638885566667,21,96.35,91.94,12.01667,0,2016-11-16
2016,321,0,96.5498333333333,1.62361091466667,22,98.02,96.36,20.6,0,2016-11-16
2016,321,0,98.3818333333333,0.40166665,23,98.41,98.05,5.05,0,2016-11-16
2016,322,0,98.4099999999999,0,0,98.41,98.41,0,0,2016-11-17
2016,322,0,98.4646666666666,0.120555567333333,1,98.54,98.41,1.716667,0,2016-11-17
2016,322,0,98.54,0,2,98.54,98.54,0,0,2016-11-17
2016,322,0,98.5433333333334,9.16666666666667e-003,3,98.55,98.54,0.2,0,2016-11-17
2016,322,0,98.6811666666667,0.193055572333333,4,98.76,98.55,2.066667,0,2016-11-17
2016,322,0,98.7626666666668,0.060833345,5,98.83,98.76,1.616667,0,2016-11-17
2016,322,0,98.8490000000001,0.0261111105,6,98.85,98.83,0.4833333,0,2016-11-17
2016,322,0,99.721,2.0294444505,7,100.94,98.85,10.16667,0,2016-11-17
2016,322,0,101.147,0.299722238666667,8,101.25,100.95,1.916667,0,2016-11-17
2016,322,0,101.376666666667,0.371666661833333,9,101.65,101.25,3.316667,0,2016-11-17
2016,322,0,101.678833333333,3.27777733333333e-002,10,101.68,101.65,1.033333,0,2016-11-17
2016,322,0,102.108666666667,0.785277693,11,102.48,101.68,12.25,0,2016-11-17
2016,322,0,102.701833333333,0.265555542833333,12,102.75,102.48,5.583333,0,2016-11-17
2016,322,0,102.75,0,13,102.75,102.75,0,0,2016-11-17
2016,322,0,102.75,0,14,102.75,102.75,0,0,2016-11-17
2016,322,0,102.75,0,15,102.75,102.75,0,0,2016-11-17
2016,322,0,102.75,0,16,102.75,102.75,0,0,2016-11-17
2016,322,0,102.75,0,17,102.75,102.75,0,0,2016-11-17
2016,322,0,102.75,0,18,102.75,102.75,0,0,2016-11-17
2016,322,0,102.75,0,19,102.75,102.75,0,0,2016-11-17
2016,322,0,102.75,0,20,102.75,102.75,0,0,2016-11-17
2016,322,0,102.75,0,21,102.75,102.75,0,0,2016-11-17
2016,322,0,102.75,0,22,102.75,102.75,0,0,2016-11-17
2016,322,0,102.75,0,23,102.75,102.75,0,0,2016-11-17
2016,323,0,102.75,0,0,102.75,102.75,0,0,2016-11-18
2016,323,0,102.75,0,1,102.75,102.75,0,0,2016-11-18
2016,323,0,102.75,0,2,102.75,102.75,0,0,2016-11-18
2016,323,0,102.75,0,3,102.75,102.75,0,0,2016-11-18
2016,323,0,102.75,0,4,102.75,102.75,0,0,2016-11-18
2016,323,0,102.75,0,5,102.75,102.75,0,0,2016-11-18
2016,323,0,102.75,0,6,102.75,102.75,0,0,2016-11-18
2016,323,0,102.75,0,7,102.75,102.75,0,0,2016-11-18
2016,323,0,102.75,0,8,102.75,102.75,0,0,2016-11-18
2016,323,0,102.75,0,9,102.75,102.75,0,0,2016-11-18
2016,323,0,102.75,0,10,102.75,102.75,0,0,2016-11-18
2016,323,0,102.75,0,11,102.75,102.75,0,0,2016-11-18
2016,323,0,102.75,0,12,102.75,102.75,0,0,2016-11-18
2016,323,0,102.75,0,13,102.75,102.75,0,0,2016-11-18
2016,323,0,102.75,0,14,102.75,102.75,0,0,2016-11-18
2016,323,0,102.75,0,15,102.75,102.75,0,0,2016-11-18
2016,323,0,102.75,0,16,102.75,102.75,0,0,2016-11-18
2016,323,0,102.75,0,17,102.75,102.75,0,0,2016-11-18
2016,323,0,102.75,0,18,102.75,102.75,0,0,2016-11-18
2016,323,0,102.75,0,19,102.75,102.75,0,0,2016-11-18
2016,323,0,102.75,0,20,102.75,102.75,0,0,2016-11-18
2016,323,0,102.75,0,21,102.75,102.75,0,0,2016-11-18
2016,323,0,102.75,0,22,102.75,102.75,0,0,2016-11-18
2016,323,0,102.75,0,23,102.75,102.75,0,0,2016-11-18
2016,324,0,102.75,0,0,102.75,102.75,0,0,2016-11-19
2016,324,0,102.75,0,1,102.75,102.75,0,0,2016-11-19
2016,324,0,102.75,0,2,102.75,102.75,0,0,2016-11-19
2016,324,0,102.75,0,3,102.75,102.75,0,0,2016-11-19
2016,324,0,102.75,0,4,102.75,102.75,0,0,2016-11-19
2016,324,0,102.75,0,5,102.75,102.75,0,0,2016-11-19
2016,324,0,102.75,0,6,102.75,102.75,0,0,2016-11-19
2016,324,0,102.75,0,7,102.75,102.75,0,0,2016-11-19
2016,324,0,102.75,0,8,102.75,102.75,0,0,2016-11-19
2016,324,0,102.75,0,9,102.75,102.75,0,0,2016-11-19
2016,324,0,102.795333333333,0.1855555585,10,102.96,102.75,2.3,0,2016-11-19
2016,324,0,103.018333333333,0.06111111,11,103.02,102.99,1.5,0,2016-11-19
2016,324,0,103.02,0,12,103.02,103.02,0,0,2016-11-19
2016,324,0,103.02,0,13,103.02,103.02,0,0,2016-11-19
2016,324,0,103.02,0,14,103.02,103.02,0,0,2016-11-19
2016,324,0,103.02,0,15,103.02,103.02,0,0,2016-11-19
2016,324,0,103.02,0,16,103.02,103.02,0,0,2016-11-19
2016,324,0,103.02,0,17,103.02,103.02,0,0,2016-11-19
2016,324,0,103.02,0,18,103.02,103.02,0,0,2016-11-19
2016,324,0,103.02,0,19,103.02,103.02,0,0,2016-11-19
2016,324,0,103.02,0,20,103.02,103.02,0,0,2016-11-19
2016,324,0,103.02,0,21,103.02,103.02,0,0,2016-11-19
2016,324,0,103.02,0,22,103.02,103.02,0,0,2016-11-19
2016,324,0,103.02,0,23,103.02,103.02,0,0,2016-11-19
2016,325,0,103.02,0,0,103.02,103.02,0,0,2016-11-20
2016,325,0,103.02,0,1,103.02,103.02,0,0,2016-11-20
2016,325,0,103.02,0,2,103.02,103.02,0,0,2016-11-20
2016,325,0,103.02,0,3,103.02,103.02,0,0,2016-11-20
2016,325,0,103.02,0,4,103.02,103.02,0,0,2016-11-20
2016,325,0,103.02,0,5,103.02,103.02,0,0,2016-11-20
2016,325,0,103.02,0,6,103.02,103.02,0,0,2016-11-20
2016,325,0,103.02,0,7,103.02,103.02,0,0,2016-11-20
2016,325,0,103.02,0,8,103.02,103.02,0,0,2016-11-20
2016,326,0,103.02,0,10,103.02,103.02,0,0,2016-11-21
2016,326,0,103.02,0,11,103.02,103.02,0,0,2016-11-21
2016,326,0,103.02,0,12,103.02,103.02,0,0,2016-11-21
2016,326,0,103.02,0,13,103.02,103.02,0,0,2016-11-21
2016,326,0,103.02,0,14,103.02,103.02,0,0,2016-11-21
2016,326,0,103.02,0,15,103.02,103.02,0,0,2016-11-21
2016,326,0,103.0445,0.22055555,16,103.25,103.02,6,0,2016-11-21
2016,326,0,103.252166666667,1.16666671666667e-002,17,103.26,103.25,0.3166667,0,2016-11-21
2016,326,0,103.282666666667,9.75000011666667e-002,18,103.37,103.26,3.7,0,2016-11-21
2016,326,0,103.458833333333,0.130833347666667,19,103.51,103.42,1.916667,0,2016-11-21
2016,326,0,103.518833333333,0.0047222225,20,103.52,103.51,0.15,0,2016-11-21
2016,326,0,103.574166666667,0.0911111235,21,103.63,103.52,2.266667,0,2016-11-21
2016,326,0,104.102,1.588611047,22,105.27,103.63,13.58333,0,2016-11-21
2016,326,0,110.8745,9.80611143333333,23,115.12,105.3,21.95,2.383333,2016-11-21
2016,327,0,117.521,4.56583305,0,119.73,115.16,11.88333,1.533333,2016-11-22
2016,327,0,121.761,4.01777756666667,1,123.81,119.82,8.349999,1.033333,2016-11-22
2016,327,0,125.061666666667,2.29944441,2,126.13,123.86,5.633333,0.3333333,2016-11-22
2016,327,0,127.236666666667,1.93305548,3,128.1,126.15,6.233333,0.35,2016-11-22
2016,327,0,128.3325,0.367777775833333,4,128.51,128.11,1.15,0,2016-11-22
2016,327,0,128.743666666667,0.328055562,5,128.87,128.52,2.066667,0,2016-11-22
2016,327,0,129.135666666667,0.396111102333333,6,129.31,128.89,1.7,0,2016-11-22
2016,327,0,129.359166666667,0.1111111135,7,129.46,129.31,0.65,0,2016-11-22
2016,327,0,129.890166666667,0.982499965,8,130.49,129.47,2.716666,0.1833333,2016-11-22
2016,327,0,131.625333333333,1.862500015,9,132.41,130.51,4.75,0.6166667,2016-11-22
2016,327,0,132.932333333333,0.892777773333333,10,133.35,132.43,1.983333,0.2666667,2016-11-22
2016,327,0,133.520833333333,0.18444445,11,133.54,133.36,1.366667,0,2016-11-22
2016,327,0,133.54,0,12,133.54,133.54,0,0,2016-11-22
2016,327,0,133.54,0,13,133.54,133.54,0,0,2016-11-22
2016,327,0,133.54,0,14,133.54,133.54,0,0,2016-11-22
2016,327,0,133.54,0,15,133.54,133.54,0,0,2016-11-22
2016,327,0,133.54,0,16,133.54,133.54,0,0,2016-11-22
2016,327,0,133.54,0,17,133.54,133.54,0,0,2016-11-22
2016,327,0,133.54,0,18,133.54,133.54,0,0,2016-11-22
2016,327,0,133.54,0,19,133.54,133.54,0,0,2016-11-22
2016,327,0,133.54,0,20,133.54,133.54,0,0,2016-11-22
2016,327,0,133.54,0,21,133.54,133.54,0,0,2016-11-22
2016,327,0,133.54,0,22,133.54,133.54,0,0,2016-11-22
2016,327,0,133.54,0,23,133.54,133.54,0,0,2016-11-22
2016,328,0,133.54,0,0,133.54,133.54,0,0,2016-11-23
2016,328,0,133.54,0,1,133.54,133.54,0,0,2016-11-23
2016,328,0,133.54,0,2,133.54,133.54,0,0,2016-11-23
2016,328,0,133.54,0,3,133.54,133.54,0,0,2016-11-23
2016,328,0,133.54,0,4,133.54,133.54,0,0,2016-11-23
2016,328,0,133.54,0,5,133.54,133.54,0,0,2016-11-23
2016,328,0,133.54,0,6,133.54,133.54,0,0,2016-11-23
2016,328,0,133.54,0,7,133.54,133.54,0,0,2016-11-23
2016,328,0,133.54,0,8,133.54,133.54,0,0,2016-11-23
2016,328,0,133.54,0,9,133.54,133.54,0,0,2016-11-23
2016,328,0,133.54,0,10,133.54,133.54,0,0,2016-11-23
2016,328,0,133.54,0,11,133.54,133.54,0,0,2016-11-23
2016,328,0,133.54,0,12,133.54,133.54,0,0,2016-11-23
2016,328,0,133.54,0,13,133.54,133.54,0,0,2016-11-23
2016,328,0,133.54,0,14,133.54,133.54,0,0,2016-11-23
2016,328,0,133.54,0,15,133.54,133.54,0,0,2016-11-23
2016,328,0,133.54,0,16,133.54,133.54,0,0,2016-11-23
2016,328,0,133.54,0,17,133.54,133.54,0,0,2016-11-23
2016,328,0,133.54,0,18,133.54,133.54,0,0,2016-11-23
2016,328,0,133.54,0,19,133.54,133.54,0,0,2016-11-23
2016,328,0,133.54,0,20,133.54,133.54,0,0,2016-11-23
2016,328,0,133.54,0,21,133.54,133.54,0,0,2016-11-23
2016,328,0,133.54,0,22,133.54,133.54,0,0,2016-11-23
2016,328,0,133.54,0,23,133.54,133.54,0,0,2016-11-23
2016,329,0,133.54,0,0,133.54,133.54,0,0,2016-11-24
2016,329,0,133.54,0,1,133.54,133.54,0,0,2016-11-24
2016,329,0,133.54,0,2,133.54,133.54,0,0,2016-11-24
2016,329,0,133.54,0,3,133.54,133.54,0,0,2016-11-24
2016,329,0,133.54,0,4,133.54,133.54,0,0,2016-11-24
2016,329,0,133.54,0,5,133.54,133.54,0,0,2016-11-24
2016,329,0,133.54,0,6,133.54,133.54,0,0,2016-11-24
2016,329,0,133.54,0,7,133.54,133.54,0,0,2016-11-24
2016,329,0,133.54,0,8,133.54,133.54,0,0,2016-11-24
2016,329,0,133.54,0,9,133.54,133.54,0,0,2016-11-24
2016,329,0,133.54,0,10,133.54,133.54,0,0,2016-11-24
2016,329,0,133.54,0,11,133.54,133.54,0,0,2016-11-24
2016,329,0,133.54,0,12,133.54,133.54,0,0,2016-11-24
2016,329,0,133.54,0,13,133.54,133.54,0,0,2016-11-24
2016,329,0,133.54,0,14,133.54,133.54,0,0,2016-11-24
2016,329,0,133.54,0,15,133.54,133.54,0,0,2016-11-24
2016,329,0,133.54,0,16,133.54,133.54,0,0,2016-11-24
2016,329,0,133.54,0,17,133.54,133.54,0,0,2016-11-24
2016,329,0,133.54,0,18,133.54,133.54,0,0,2016-11-24
2016,329,0,133.54,0,19,133.54,133.54,0,0,2016-11-24
2016,329,0,133.54,0,20,133.54,133.54,0,0,2016-11-24
2016,329,0,133.54,0,21,133.54,133.54,0,0,2016-11-24
2016,329,0,133.54,0,22,133.54,133.54,0,0,2016-11-24
2016,329,0,133.54,0,23,133.54,133.54,0,0,2016-11-24
2016,330,0,133.54,0,0,133.54,133.54,0,0,2016-11-25
2016,330,0,133.54,0,1,133.54,133.54,0,0,2016-11-25
2016,330,0,133.54,0,2,133.54,133.54,0,0,2016-11-25
2016,330,0,133.54,0,3,133.54,133.54,0,0,2016-11-25
2016,330,0,133.54,0,4,133.54,133.54,0,0,2016-11-25
2016,330,0,133.54,0,5,133.54,133.54,0,0,2016-11-25
2016,330,0,133.54,0,6,133.54,133.54,0,0,2016-11-25
2016,330,0,133.54,0,7,133.54,133.54,0,0,2016-11-25
2016,330,0,133.54,0,8,133.54,133.54,0,0,2016-11-25
2016,330,0,133.54,0,9,133.54,133.54,0,0,2016-11-25
2016,330,0,133.54,0,10,133.54,133.54,0,0,2016-11-25
2016,330,0,133.54,0,11,133.54,133.54,0,0,2016-11-25
2016,330,0,133.54,0,12,133.54,133.54,0,0,2016-11-25
2016,330,0,133.54,0,13,133.54,133.54,0,0,2016-11-25
2016,330,0,133.54,0,14,133.54,133.54,0,0,2016-11-25
2016,330,0,133.54,0,15,133.54,133.54,0,0,2016-11-25
2016,330,0,133.54,0,16,133.54,133.54,0,0,2016-11-25
2016,330,0,133.54,0,17,133.54,133.54,0,0,2016-11-25
2016,330,0,133.54,0,18,133.54,133.54,0,0,2016-11-25
2016,330,0,133.54,0,19,133.54,133.54,0,0,2016-11-25
2016,330,0,133.54,0,20,133.54,133.54,0,0,2016-11-25
2016,330,0,133.54,0,21,133.54,133.54,0,0,2016-11-25
2016,330,0,133.54,0,22,133.54,133.54,0,0,2016-11-25
2016,330,0,133.54,0,23,133.54,133.54,0,0,2016-11-25
2016,331,0,133.54,0,0,133.54,133.54,0,0,2016-11-26
2016,331,0,133.54,0,1,133.54,133.54,0,0,2016-11-26
2016,331,0,133.54,0,2,133.54,133.54,0,0,2016-11-26
2016,331,0,133.54,0,3,133.54,133.54,0,0,2016-11-26
2016,331,0,133.54,0,4,133.54,133.54,0,0,2016-11-26
2016,331,0,133.54,0,5,133.54,133.54,0,0,2016-11-26
2016,331,0,133.54,0,6,133.54,133.54,0,0,2016-11-26
2016,331,0,133.54,0,7,133.54,133.54,0,0,2016-11-26
2016,331,0,133.54,0,8,133.54,133.54,0,0,2016-11-26
2016,331,0,133.54,0,9,133.54,133.54,0,0,2016-11-26
2016,331,0,133.54,0,10,133.54,133.54,0,0,2016-11-26
2016,331,0,133.54,0,11,133.54,133.54,0,0,2016-11-26
2016,331,0,133.54,0,12,133.54,133.54,0,0,2016-11-26
2016,331,0,133.54,0,13,133.54,133.54,0,0,2016-11-26
2016,331,0,133.54,0,14,133.54,133.54,0,0,2016-11-26
2016,331,0,133.54,0,15,133.54,133.54,0,0,2016-11-26
2016,331,0,133.54,0,16,133.54,133.54,0,0,2016-11-26
2016,331,0,133.54,0,17,133.54,133.54,0,0,2016-11-26
2016,331,0,133.54,0,18,133.54,133.54,0,0,2016-11-26
2016,331,0,133.54,0,19,133.54,133.54,0,0,2016-11-26
2016,331,0,133.54,0,20,133.54,133.54,0,0,2016-11-26
2016,331,0,133.54,0,21,133.54,133.54,0,0,2016-11-26
2016,331,0,133.54,0,22,133.54,133.54,0,0,2016-11-26
2016,331,0,133.54,0,23,133.54,133.54,0,0,2016-11-26
2016,332,0,133.54,0,0,133.54,133.54,0,0,2016-11-27
2016,332,0,133.54,0,1,133.54,133.54,0,0,2016-11-27
2016,332,0,133.54,0,2,133.54,133.54,0,0,2016-11-27
2016,332,0,133.54,0,3,133.54,133.54,0,0,2016-11-27
2016,332,0,133.54,0,4,133.54,133.54,0,0,2016-11-27
2016,332,0,133.54,0,5,133.54,133.54,0,0,2016-11-27
2016,332,0,133.54,0,6,133.54,133.54,0,0,2016-11-27
2016,332,0,133.54,0,7,133.54,133.54,0,0,2016-11-27
2016,332,0,133.54,0,8,133.54,133.54,0,0,2016-11-27
2016,332,0,133.54,0,9,133.54,133.54,0,0,2016-11-27
2016,332,0,133.54,0,10,133.54,133.54,0,0,2016-11-27
2016,332,0,133.54,0,11,133.54,133.54,0,0,2016-11-27
2016,332,0,133.54,0,12,133.54,133.54,0,0,2016-11-27
2016,332,0,133.54,0,13,133.54,133.54,0,0,2016-11-27
2016,332,0,133.54,0,14,133.54,133.54,0,0,2016-11-27
2016,332,0,133.54,0,15,133.54,133.54,0,0,2016-11-27
2016,332,0,133.54,0,16,133.54,133.54,0,0,2016-11-27
2016,332,0,133.54,0,17,133.54,133.54,0,0,2016-11-27
2016,332,0,133.54,0,18,133.54,133.54,0,0,2016-11-27
2016,332,0,133.54,0,19,133.54,133.54,0,0,2016-11-27
2016,332,0,133.54,0,20,133.54,133.54,0,0,2016-11-27
2016,332,0,133.54,0,21,133.54,133.54,0,0,2016-11-27
2016,332,0,133.54,0,22,133.54,133.54,0,0,2016-11-27
2016,332,0,133.54,0,23,133.54,133.54,0,0,2016-11-27
2016,333,0,133.54,0,0,133.54,133.54,0,0,2016-11-28
2016,333,0,133.54,0,1,133.54,133.54,0,0,2016-11-28
2016,333,0,133.54,0,2,133.54,133.54,0,0,2016-11-28
2016,333,0,133.54,0,3,133.54,133.54,0,0,2016-11-28
2016,333,0,133.547666666667,6.11111166666667e-003,4,133.56,133.54,0.1666667,0,2016-11-28
2016,333,0,133.569333333333,8.61111133333333e-003,5,133.57,133.56,0.2666667,0,2016-11-28
2016,333,0,133.57,0,6,133.57,133.57,0,0,2016-11-28
2016,333,0,133.57,0,7,133.57,133.57,0,0,2016-11-28
2016,333,0,133.57,0,8,133.57,133.57,0,0,2016-11-28
2016,333,0,133.57,0,9,133.57,133.57,0,0,2016-11-28
2016,333,0,133.57,0,10,133.57,133.57,0,0,2016-11-28
2016,333,0,133.57,0,11,133.57,133.57,0,0,2016-11-28
2016,333,0,133.57,1.66666683333333e-003,12,133.57,133.57,0.06666667,0,2016-11-28
2016,333,0,133.57,0,13,133.57,133.57,0,0,2016-11-28
2016,333,0,133.57,0,14,133.57,133.57,0,0,2016-11-28
2016,333,0,133.57,0,15,133.57,133.57,0,0,2016-11-28
2016,333,0,133.57,0,16,133.57,133.57,0,0,2016-11-28
2016,333,0,133.57,0,17,133.57,133.57,0,0,2016-11-28
2016,333,0,133.57,0,18,133.57,133.57,0,0,2016-11-28
2016,333,0,133.57,0,19,133.57,133.57,0,0,2016-11-28
2016,333,0,133.57,0,20,133.57,133.57,0,0,2016-11-28
2016,333,0,133.57,0,21,133.57,133.57,0,0,2016-11-28
2016,333,0,133.57,0,22,133.57,133.57,0,0,2016-11-28
2016,333,0,133.57,0,23,133.57,133.57,0,0,2016-11-28
2016,334,0,133.57,0,0,133.57,133.57,0,0,2016-11-29
2016,334,0,133.57,0,1,133.57,133.57,0,0,2016-11-29
2016,334,0,133.57,0,2,133.57,133.57,0,0,2016-11-29
2016,334,0,133.57,0,3,133.57,133.57,0,0,2016-11-29
2016,334,0,133.57,0,4,133.57,133.57,0,0,2016-11-29
2016,334,0,133.57,0,5,133.57,133.57,0,0,2016-11-29
2016,334,0,133.57,0,6,133.57,133.57,0,0,2016-11-29
2016,334,0,133.57,0,7,133.57,133.57,0,0,2016-11-29
2016,334,0,133.57,0,8,133.57,133.57,0,0,2016-11-29
2016,334,0,133.57,0,9,133.57,133.57,0,0,2016-11-29
2016,334,0,133.57,0,10,133.57,133.57,0,0,2016-11-29
2016,334,0,133.57,0,11,133.57,133.57,0,0,2016-11-29
2016,334,0,133.57,0,12,133.57,133.57,0,0,2016-11-29
2016,334,0,133.57,0,13,133.57,133.57,0,0,2016-11-29
2016,334,0,133.57,0,14,133.57,133.57,0,0,2016-11-29
2016,334,0,133.57,0,15,133.57,133.57,0,0,2016-11-29
2016,334,0,133.57,0,16,133.57,133.57,0,0,2016-11-29
2016,334,0,133.57,0,17,133.57,133.57,0,0,2016-11-29
2016,334,0,133.57,0,18,133.57,133.57,0,0,2016-11-29
2016,334,0,133.57,0,19,133.57,133.57,0,0,2016-11-29
2016,334,0,133.57,0,20,133.57,133.57,0,0,2016-11-29
2016,334,0,133.57,0,21,133.57,133.57,0,0,2016-11-29
2016,334,0,133.57,0,22,133.57,133.57,0,0,2016-11-29
2016,334,0,133.57,0,23,133.57,133.57,0,0,2016-11-29
2016,335,0,133.57,0,0,133.57,133.57,0,0,2016-11-30
2016,335,0,133.57,0,1,133.57,133.57,0,0,2016-11-30
2016,335,0,133.57,0,2,133.57,133.57,0,0,2016-11-30
2016,335,0,133.57,0,3,133.57,133.57,0,0,2016-11-30
2016,335,0,133.57,0,4,133.57,133.57,0,0,2016-11-30
2016,335,0,133.57,0,5,133.57,133.57,0,0,2016-11-30
2016,335,0,133.57,0,6,133.57,133.57,0,0,2016-11-30
2016,335,0,133.57,0,7,133.57,133.57,0,0,2016-11-30
2016,335,0,133.57,0,8,133.57,133.57,0,0,2016-11-30
2016,335,0,133.57,0,9,133.57,133.57,0,0,2016-11-30
2016,335,0,133.57,0,10,133.57,133.57,0,0,2016-11-30
2016,335,0,133.57,0,11,133.57,133.57,0,0,2016-11-30
2016,335,0,133.57,0,12,133.57,133.57,0,0,2016-11-30
2016,335,0,133.57,0,13,133.57,133.57,0,0,2016-11-30
2016,335,0,133.57,0,14,133.57,133.57,0,0,2016-11-30
2016,335,0,133.57,0,15,133.57,133.57,0,0,2016-11-30
2016,335,0,133.57,0,16,133.57,133.57,0,0,2016-11-30
2016,335,0,133.57,0,17,133.57,133.57,0,0,2016-11-30
2016,335,0,133.57,0,18,133.57,133.57,0,0,2016-11-30
2016,335,0,133.57,0,19,133.57,133.57,0,0,2016-11-30
2016,335,0,133.57,0,20,133.57,133.57,0,0,2016-11-30
2016,335,0,133.57,0,21,133.57,133.57,0,0,2016-11-30
2016,335,0,133.57,0,22,133.57,133.57,0,0,2016-11-30
2016,335,0,133.57,0,23,133.57,133.57,0,0,2016-11-30
2016,336,0,133.57,0,0,133.57,133.57,0,0,2016-12-01
2016,336,0,133.57,0,1,133.57,133.57,0,0,2016-12-01
2016,336,0,133.57,0,2,133.57,133.57,0,0,2016-12-01
2016,336,0,133.57,0,3,133.57,133.57,0,0,2016-12-01
2016,336,0,133.57,0,4,133.57,133.57,0,0,2016-12-01
2016,336,0,133.57,0,5,133.57,133.57,0,0,2016-12-01
2016,336,0,133.57,0,6,133.57,133.57,0,0,2016-12-01
2016,336,0,133.57,0,7,133.57,133.57,0,0,2016-12-01
2016,336,0,133.57,0,8,133.57,133.57,0,0,2016-12-01
2016,336,0,133.57,0,9,133.57,133.57,0,0,2016-12-01
2016,336,0,133.57,0,10,133.57,133.57,0,0,2016-12-01
2016,336,0,133.57,0,11,133.57,133.57,0,0,2016-12-01
2016,336,0,133.57,0,12,133.57,133.57,0,0,2016-12-01
2016,336,0,133.57,0,13,133.57,133.57,0,0,2016-12-01
2016,336,0,133.57,0,14,133.57,133.57,0,0,2016-12-01
2016,336,0,133.57,0,15,133.57,133.57,0,0,2016-12-01
2016,336,0,133.57,0,16,133.57,133.57,0,0,2016-12-01
2016,336,0,133.57,0,17,133.57,133.57,0,0,2016-12-01
2016,336,0,133.57,0,18,133.57,133.57,0,0,2016-12-01
2016,336,0,133.57,0,19,133.57,133.57,0,0,2016-12-01
2016,336,0,133.57,0,20,133.57,133.57,0,0,2016-12-01
2016,336,0,133.57,0,21,133.57,133.57,0,0,2016-12-01
2016,336,0,133.57,0,22,133.57,133.57,0,0,2016-12-01
2016,336,0,133.57,0,23,133.57,133.57,0,0,2016-12-01
2016,337,0,133.57,0,0,133.57,133.57,0,0,2016-12-02
2016,337,0,133.57,0,1,133.57,133.57,0,0,2016-12-02
2016,337,0,133.57,0,2,133.57,133.57,0,0,2016-12-02
2016,337,0,133.57,0,3,133.57,133.57,0,0,2016-12-02
2016,337,0,133.57,0,4,133.57,133.57,0,0,2016-12-02
2016,337,0,133.57,0,5,133.57,133.57,0,0,2016-12-02
2016,337,0,133.57,0,6,133.57,133.57,0,0,2016-12-02
2016,337,0,133.5755,1.66666683333333e-003,7,133.58,133.57,0.06666667,0,2016-12-02
2016,337,0,133.58,0,8,133.58,133.58,0,0,2016-12-02
2016,337,0,133.58,0,9,133.58,133.58,0,0,2016-12-02
2016,337,0,133.58,0,10,133.58,133.58,0,0,2016-12-02
2016,337,0,133.58,0,11,133.58,133.58,0,0,2016-12-02
2016,337,0,133.58,0,12,133.58,133.58,0,0,2016-12-02
2016,337,0,133.58,0,13,133.58,133.58,0,0,2016-12-02
2016,337,0,133.58,0,14,133.58,133.58,0,0,2016-12-02
2016,337,0,133.58,0,15,133.58,133.58,0,0,2016-12-02
2016,337,0,133.58,0,16,133.58,133.58,0,0,2016-12-02
2016,337,0,133.58,0,17,133.58,133.58,0,0,2016-12-02
2016,337,0,133.58,0,18,133.58,133.58,0,0,2016-12-02
2016,337,0,133.58,0,19,133.58,133.58,0,0,2016-12-02
2016,337,0,133.58,0,20,133.58,133.58,0,0,2016-12-02
2016,337,0,133.58,0,21,133.58,133.58,0,0,2016-12-02
2016,337,0,133.58,0,22,133.58,133.58,0,0,2016-12-02
2016,337,0,133.58,0,23,133.58,133.58,0,0,2016-12-02
2016,338,0,133.58,0,0,133.58,133.58,0,0,2016-12-03
2016,338,0,133.58,0,1,133.58,133.58,0,0,2016-12-03
2016,338,0,133.58,0,2,133.58,133.58,0,0,2016-12-03
2016,338,0,133.580166666667,2.22222166666667e-003,3,133.59,133.58,0.1333333,0,2016-12-03
2016,338,0,133.59,4.16666616666667e-003,4,133.59,133.59,0.1833333,0,2016-12-03
2016,338,0,133.761166666667,0.169444432333333,5,133.77,133.62,2.05,0,2016-12-03
2016,338,0,133.77,0,6,133.77,133.77,0,0,2016-12-03
